"tax_id","species_id","parent_tax_id","rank","name"
"49410",,"218925","genus","Campalita"
"114449",5024,"49410","species","Campalita maderae"
"287701",5025,"49408","species","Calosoma sycophanta"
"7430",,"7422","family","Eupelmidae"
"272311",,"7430","subfamily","Calosotinae"
"1119374",,"272311","genus","Calosota"
"2867653",5026,"1119374","species","Calosota acron"
"41140",,"263631","genus","Calvia"
"1587120",5029,"41140","species","Calvia decemguttata"
"419956",5030,"41140","species","Calvia quattuordecimguttata"
"199013",,"134903","genus","Calybites"
"796989",5032,"199013","species","Calybites phasianipennella"
"27800",,"500008","family","Campanulariidae"
"314528",,"27800","genus","Calycella"
"314529",5033,"314528","species","Calycella syringa"
"414293",,"127400","genus","Calycomyza"
"414326",5037,"414293","species","Calycomyza solidaginis"
"71523",,"41087","superfamily","Scirtoidea"
"63910",,"71523","family","Clambidae"
"442126",,"63910","genus","Calyptomerus"
"442127",5038,"442126","species","Calyptomerus dubius"
"52626",,"216294","superfamily","Calyptraeoidea"
"52627",,"52626","family","Calyptraeidae"
"146263",,"52627","genus","Calyptraea"
"146264",5039,"146263","species","Calyptraea chinensis"
"1993538",,"1993537","genus","Calythea"
"2795673",5041,"1993538","species","Calythea pratincola"
"435738",,"2072716","superfamily","Camallanoidea"
"375141",,"435738","family","Camallanidae"
"375142",,"375141","genus","Camallanus"
"378086",5042,"375142","species","Camallanus lacustris"
"333799",,"29032","subfamily","Chloropinae"
"2725533",,"333799","genus","Camarota"
"2725534",5043,"2725533","species","Camarota curvipennis"
"134904",,"98966","subfamily","Lithocolletinae"
"199090",,"134904","genus","Cameraria"
"199129",5046,"199090","species","Cameraria ohridella"
"48990",,"43746","family","Camillidae"
"1262331",,"48990","genus","Camilla"
"1887976",5047,"1262331","species","Camilla atrimana"
"229891",,"66551","infraorder","Desmonomata"
"66593",,"229891","superfamily","Crotonioidea"
"128013",,"66593","family","Camisiidae"
"198256",,"128013","genus","Camisia"
"412820",5051,"198256","species","Camisia biurus"
"1250576",5052,"198256","species","Camisia biverrucata"
"240610",5053,"198256","species","Camisia horrida"
"503571",5054,"198256","species","Camisia invenusta"
"198257",5055,"198256","species","Camisia segnis"
"198258",5056,"198256","species","Camisia spinifer"
"82597",,"82596","genus","Campaea"
"1869528",5057,"82597","species","Campaea honoraria"
"934813",5058,"82597","species","Campaea margaritaria"
"314506",,"27800","genus","Campanularia"
"314507",5059,"314506","species","Campanularia hincksii"
"314512",5060,"314506","species","Campanularia volubilis"
"6098",,"500008","family","Campanulinidae"
"573995",,"6098","genus","Campanulina"
"314531",5061,"573995","species","Campanulina pumila"
"135594",,"66236","genus","Campanulotes"
"319935",5062,"135594","species","Campanulotes bidentatus"
"1262356",,"43746","family","Campichoetidae"
"1262280",,"1262356","genus","Campichoeta"
"1262281",5064,"1262280","species","Campichoeta punctum"
"381349",,"43882","no rank","Campiglossa genus group"
"381350",,"381349","genus","Campiglossa"
"2691631",5065,"381350","species","Campiglossa absinthii"
"2691718",5067,"381350","species","Campiglossa loewiana"
"381378",5069,"381350","species","Campiglossa misella"
"2691756",5071,"381350","species","Campiglossa producta"
"65175",,"7408","subfamily","Diplazontinae"
"494173",,"65175","genus","Campocraspedon"
"662483",5072,"494173","species","Campocraspedon caudatus"
"29997",,"6960","order","Diplura"
"1652073",,"29997","suborder","Rhabdura"
"212004",,"1652073","superfamily","Campodeoidea"
"61993",,"212004","family","Campodeidae"
"89972",,"61993","genus","Campodea"
"383857",5073,"89972","species","Campodea fragilis"
"383858",5075,"89972","species","Campodea lubbocki"
"494175",,"231873","genus","Campodorus"
"1045569",5100,"494175","species","Campodorus patagiatus"
"1045583",5101,"494175","species","Campodorus scapularis"
"494178",5102,"494175","species","Campodorus variegatus"
"72773",,"7479","tribe","Camponotini"
"13390",,"72773","genus","Camponotus"
"104420",5109,"13390","species","Camponotus atriceps"
"605226",5112,"13390","species","Camponotus fallax"
"605229",5113,"13390","species","Camponotus fastigatus"
"36169",5114,"13390","species","Camponotus herculeanus"
"102905",5115,"13390","species","Camponotus ligniperda"
"443820",5116,"13390","species","Camponotus maculatus"
"359646",5117,"13390","species","Camponotus mitis"
"104422",5118,"13390","species","Camponotus pennsylvanicus"
"168613",5119,"13390","species","Camponotus planatus"
"605918",5120,"13390","species","Camponotus rectangularis"
"606116",5121,"13390","species","Camponotus sylvaticus"
"84551",5122,"13390","species","Camponotus vagus"
"273877",,"65149","no rank","Dusona group"
"95272",,"273877","genus","Campoplex"
"1830357",5126,"95272","species","Campoplex difformis"
"369852",,"92581","genus","Campsicnemus"
"377511",5136,"369852","species","Campsicnemus alpinus"
"2307300",5139,"369852","species","Campsicnemus compeditus"
"369853",5140,"369852","species","Campsicnemus curvipes"
"377512",5141,"369852","species","Campsicnemus loripes"
"1403659",5144,"369852","species","Campsicnemus marginatus"
"377541",5145,"369852","species","Campsicnemus picticornis"
"377513",5146,"369852","species","Campsicnemus pumilio"
"377514",5148,"369852","species","Campsicnemus scambus"
"362319",,"77713","genus","Camptocercus"
"362320",5151,"362319","species","Camptocercus rectirostris"
"611340",,"43808","genus","Camptocladius"
"611426",5152,"611340","species","Camptocladius stercorarius"
"1889470",,"162252","genus","Camptoptera"
"2738115",5158,"1889470","species","Camptoptera papaveris"
"567242",,"236659","genus","Camptozygum"
"881428",5161,"567242","species","Camptozygum aequale"
"73410",,"630265","genus","Campula"
"73411",5162,"73410","species","Campula oblonga"
"2044732",,"57287","suborder","Campydorina"
"211213",,"2044732","superfamily","Campydoroidea"
"211214",,"211213","family","Campydoridae"
"211215",,"211214","subfamily","Campydorinae"
"211216",,"211215","genus","Campydora"
"211217",5163,"211216","species","Campydora demonstrans"
"695938",,"54287","tribe","Campylochetini"
"1640951",,"695938","genus","Campylocheta"
"1918043",5165,"1640951","species","Campylocheta inepta"
"1918044",5166,"1640951","species","Campylocheta praecox"
"191321",,"236640","genus","Campylomma"
"1929805",5167,"191321","species","Campylomma annulicorne"
"191322",5168,"191321","species","Campylomma verbasci"
"2338595",,"1588181","genus","Campylomyza"
"2338596",5170,"2338595","species","Campylomyza flavipes"
"236915",,"236347","tribe","Dicyphini"
"236919",,"236915","subtribe","Dicyphina"
"237227",,"236919","genus","Campyloneura"
"237228",5173,"237227","species","Campyloneura virgula"
"1262362",,"43743","family","Canacidae"
"2725535",,"1262362","genus","Canace"
"2725536",5175,"2725535","species","Canace nasica"
"6753",,"29964","family","Cancridae"
"6754",,"6753","genus","Cancer"
"6755",5176,"6754","species","Cancer pagurus"
"207962",,"6833","family","Candaciidae"
"207966",,"207962","genus","Candacia"
"261850",5178,"207966","species","Candacia armata"
"1920660",,"87862","family","Geomitridae"
"2058943",,"1920660","genus","Backeljaia"
"100453",5179,"2058943","species","Backeljaia gigaxii"
"2058946",,"1920660","genus","Xeroplexa"
"228090",5180,"2058946","species","Xeroplexa intersecta"
"100451",,"1920660","genus","Candidula"
"100452",5181,"100451","species","Candidula unifasciata"
"6670",,"2172819","class","Ostracoda"
"43953",,"6670","subclass","Podocopa"
"84318",,"43953","order","Podocopida"
"84328",,"84318","suborder","Cypridocopina"
"84329",,"84328","superfamily","Cypridoidea"
"288905",,"84329","family","Candonidae"
"288906",,"288905","genus","Candona"
"1112786",5183,"288906","species","Candona candida"
"1988000",5184,"288906","species","Candona neglecta"
"2660674",5185,"288906","species","Candona weltneri"
"1916966",,"288905","genus","Candonopsis"
"2660662",5186,"1916966","species","Candonopsis kingsleii"
"753483",,"262181","genus","Canephora"
"753486",5187,"753483","species","Canephora hirsuta"
"33554",,"314145","order","Carnivora"
"379584",,"33554","suborder","Caniformia"
"9608",,"379584","family","Canidae"
"9611",,"9608","genus","Canis"
"68724",5189,"9611","species","Canis aureus"
"9612",5190,"9611","species","Canis lupus"
"41097",,"71193","family","Cantharidae"
"433502",,"41097","subfamily","Cantharinae"
"41098",,"433502","genus","Cantharis"
"1587122",5191,"41098","species","Cantharis cryptica"
"877885",5192,"41098","species","Cantharis decipiens"
"1553173",5193,"41098","species","Cantharis figurata"
"877752",5194,"41098","species","Cantharis flavilabris"
"433531",5195,"41098","species","Cantharis fusca"
"877886",5196,"41098","species","Cantharis lateralis"
"346748",5197,"41098","species","Cantharis livida"
"1553174",5198,"41098","species","Cantharis nigra"
"1553175",5199,"41098","species","Cantharis nigricans"
"1553176",5200,"41098","species","Cantharis obscura"
"1587123",5201,"41098","species","Cantharis pagana"
"877887",5202,"41098","species","Cantharis pallida"
"1553177",5203,"41098","species","Cantharis paludosa"
"1587124",5204,"41098","species","Cantharis paradoxa"
"877753",5205,"41098","species","Cantharis pellucida"
"350087",5207,"41098","species","Cantharis rufa"
"195172",5208,"41098","species","Cantharis rustica"
"1322215",,"298464","genus","Canthocamptus"
"1631558",5210,"1322215","species","Canthocamptus staphylinus"
"162083",,"41212","family","Canuellidae"
"509926",,"162083","genus","Canuella"
"509927",5212,"509926","species","Canuella perplexa"
"83910",,"83158","family","Psoroptidae"
"1463546",,"83910","genus","Caparinia"
"2480859",5213,"1463546","species","Caparinia tripilis"
"119095",,"455381","genus","Capillaria"
"1647939",5215,"119095","species","Capillaria anatis"
"2358199",5217,"119095","species","Capillaria bursata"
"2358198",5222,"119095","species","Capillaria spinulosa"
"455385",5224,"119095","species","Capillaria tenuissima"
"51292",,"105387","family","Capitellidae"
"51293",,"51292","genus","Capitella"
"51294",5226,"51293","species","Capitella capitata"
"527611",,"33386","genus","Capitophorus"
"1345123",5228,"527611","species","Capitophorus carduinus"
"527612",5229,"527611","species","Capitophorus elaeagni"
"527613",5230,"527611","species","Capitophorus hippophaes"
"1898141",5233,"527611","species","Capitophorus pakansus"
"187613",,"39131","genus","Caprainea"
"187614",5236,"187613","species","Caprainea marginata"
"116674",,"1732200","parvorder","Caprellidira"
"116670",,"116674","superfamily","Caprelloidea"
"244427",,"116670","family","Caprellidae"
"244428",,"244427","genus","Caprella"
"1453329",5237,"244428","species","Caprella acanthifera"
"294133",5238,"244428","species","Caprella equilibra"
"371499",5239,"244428","species","Caprella linearis"
"380747",5240,"244428","species","Caprella mutica"
"703580",5241,"244428","species","Caprella scaura"
"587143",5242,"244428","species","Caprella septentrionalis"
"9850",,"35500","family","Cervidae"
"9881",,"9850","subfamily","Odocoileinae"
"9857",,"9881","genus","Capreolus"
"9858",5244,"9857","species","Capreolus capreolus"
"8902",,"2607030","order","Caprimulgiformes"
"48283",,"8902","family","Caprimulgidae"
"48286",,"48283","subfamily","Caprimulginae"
"48284",,"48286","genus","Caprimulgus"
"111811",5245,"48284","species","Caprimulgus europaeus"
"2024527",,"1489922","order","Caproiformes"
"31098",,"2024527","family","Caproidae"
"206099",,"31098","genus","Capros"
"206100",5246,"206099","species","Capros aper"
"567243",,"236659","genus","Capsodes"
"863803",5247,"567243","species","Capsodes gothicus"
"236938",,"236659","genus","Capsus"
"236939",5250,"236938","species","Capsus ater"
"1929806",5251,"236938","species","Capsus pilifer"
"863804",5252,"236938","species","Capsus wagneri"
"572923",,"65022","tribe","Ramapesiini"
"688860",,"572923","genus","Capua"
"1144642",5253,"688860","species","Capua vulgana"
"198299",,"229894","superfamily","Carabodoidea"
"229787",,"198299","family","Carabodidae"
"229788",,"229787","genus","Carabodes"
"229789",5255,"229788","species","Carabodes coriaceus"
"229793",5256,"229788","species","Carabodes femoralis"
"229791",5257,"229788","species","Carabodes labyrinthicus"
"229790",5258,"229788","species","Carabodes marginatus"
"218924",,"60820","subtribe","Carabina"
"41074",,"218924","genus","Carabus"
"119021",,"41074","subgenus","Carabus"
"49192",5263,"119021","species","Carabus arvensis"
"220298",,"41074","subgenus","Tachypus"
"49193",5264,"220298","species","Carabus auratus"
"119008",,"41074","subgenus","Chrysocarabus"
"49194",5265,"119008","species","Carabus auronitens"
"114447",5266,"220298","species","Carabus cancellatus"
"118063",,"41074","subgenus","Tomocarabus"
"142099",5268,"118063","species","Carabus convexus"
"49435",,"41074","subgenus","Procrustes"
"49195",5269,"49435","species","Carabus coriaceus"
"209724",,"41074","subgenus","Pachystus"
"1149273",5270,"209724","species","Carabus glabratus"
"118799",5271,"119021","species","Carabus granulatus"
"119011",,"41074","subgenus","Chaetocarabus"
"49289",5272,"119011","species","Carabus intricatus"
"141941",,"41074","subgenus","Morphocarabus"
"148661",5273,"141941","species","Carabus monilis"
"119015",,"41074","subgenus","Archicarabus"
"49290",5274,"119015","species","Carabus nemoralis"
"49421",,"41074","subgenus","Hemicarabus"
"114441",5275,"49421","species","Carabus nitens"
"119017",,"41074","subgenus","Mesocarabus"
"49291",5276,"119017","species","Carabus problematicus"
"118992",,"41074","subgenus","Eucarabus"
"1632202",5277,"118992","species","Carabus ulrichii"
"219085",,"41074","subgenus","Megodontus"
"41075",5278,"219085","species","Carabus violaceus"
"320076",,"95179","genus","Caradrina"
"987895",5279,"320076","species","Caradrina clavipalpis"
"997529",5280,"320076","species","Caradrina gilva"
"987896",5281,"320076","species","Caradrina kadenii"
"572734",5282,"320076","species","Caradrina morpheus"
"987897",5283,"320076","species","Caradrina selini"
"2743694",,"7953","subfamily","Cyprininae"
"7956",,"2743694","genus","Carassius"
"7957",5284,"7956","species","Carassius auratus"
"217509",5285,"7956","species","Carassius carassius"
"101364",5286,"7956","species","Carassius gibelio"
"7020",,"33341","order","Phasmatodea"
"213547",,"7020","suborder","Verophasmatodea"
"523720",,"213547","infraorder","Anareolatae"
"2506049",,"523720","family","Lonchodidae"
"409193",,"2506049","subfamily","Lonchodinae"
"7021",,"409193","genus","Carausius"
"7022",5287,"7021","species","Carausius morosus"
"179442",,"43917","tribe","Carceliini"
"179443",,"179442","genus","Carcelia"
"1822498",5288,"179443","species","Carcelia atricosta"
"1918045",5289,"179443","species","Carcelia bombylans"
"1918046",5290,"179443","species","Carcelia gnava"
"1748388",5291,"179443","species","Carcelia iliaca"
"1918047",5293,"179443","species","Carcelia laxifrons"
"1918048",5294,"179443","species","Carcelia lucorum"
"1918049",5295,"179443","species","Carcelia puberula"
"1918050",5296,"179443","species","Carcelia rasa"
"1918051",5298,"179443","species","Carcelia tibialis"
"289015",,"46000","no rank","unclassified Dorylaimida"
"289016",,"289015","genus","Carcharodiscus"
"289017",5299,"289016","species","Carcharodiscus banaticus"
"40092",,"104431","superfamily","Hesperioidea"
"40093",,"40092","family","Hesperiidae"
"40100",,"40093","subfamily","Pyrginae"
"509357",,"40100","genus","Carcharodus"
"509358",5301,"509357","species","Carcharodus alceae"
"753492",,"37581","family","Peleopodidae"
"116120",,"753492","genus","Carcina"
"116121",5302,"116120","species","Carcina quercana"
