"tax_id","species_id","kingdom","phylum","class","order","family","genus","species","identification_reference"
"AHCYFCQHSGC",6511,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis iris","Christ, 1791"
"AHCYFCQHTGV",6512,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis leptomandibularis","Niehuis, 2000"
"AHCYFCQHUUW",6513,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis longula","Abeille de Perrin, 1879"
"AHCYFCQHXKC",6514,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis mediata","Linsenmaier, 1951"
"AHCYFCQHYKV",6515,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis obtusidens","Dufour & Perris, 1840"
"AHCYFCQHZLN",6516,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis pseudobrevitarsis","Linsenmaier, 1951"
"AHCYFCQIBIM",6517,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis ruddii","Shuckard, 1836"
"AHCYFCQICNQ",6518,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis rutilans","Olivier, 1790"
"AHCYFCQIDOJ",6519,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis rutiliventris","Abeille de Perrin, 1879"
"AHCYFCQHKWR",6520,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis schencki","Linsenmaier, 1968"
"AHCYFCQIFPU",6521,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis subcoriacea","Linsenmaier, 1959"
"AHCYFCQIGQM",6522,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis succincta","Linnaeus, 1767"
"AHCYFCQHEJC",6523,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis terminata","Dahlbom, 1854"
"AHCYFCQIEKP",6524,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis vanlithi","Linsenmaier, 1959"
"AHCYFCQIHRQ",6525,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","Chrysis viridula","Linnaeus, 1761"
"AHCYFBQRESN",6526,"Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Chrysobothris","Chrysobothris affinis","Fabricius, 1794"
"AHCYSI00366",6527,"Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Chrysobothris","Chrysobothris solieri","Laporte & Gory, 1837"
"AHCYFAZWSYG",6528,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis acoris","Walker, 1839"
"AHCYFAZWTYY",6529,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis acutigaster","Hansson, 1985"
"AHCYFAZWUZR",6530,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis amanus","Walker, 1839"
"AHCYFAZWWAJ",6531,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis amasis","Walker, 1839"
"AHCYFAZWXBC",6532,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis amyite","Walker, 1839"
"AHCYFAZWYBU",6533,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis argyropezae","Graham, 1963"
"AHCYFAZWZCN",6534,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis assis","Walker, 1839"
"AHCYFAZWZYT",6535,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis avia","Hansson, 1985"
"AHCYSI00434",6536,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis budensis","Erdös, 1954"
"AHCYFAZXCAQ",6537,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis collaris","Graham, 1963"
"AHCYFAZXDBI",6538,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis crassiscapus","Thomson, 1878"
"AHCYFAZXDXP",6539,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis entedonoides","Walker, 1872"
"NPAN3MX6E1J",6540,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis eurynota","Graham, 1963"
"AHCYFAZXEYH",6541,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis gemma","Walker, 1839"
"AHCYFAZXFUO",6542,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis idyia","Walker, 1839"
"AHCYFAZXGVG",6543,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis laomedon","Walker, 1839"
"AHCYFAZXHVZ",6544,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis laricinellae","Ratzeburg, 1848"
"AHCYFAZXIWR",6545,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis liriomyzae","Delucchi, 1954"
"AHCYFAZXJSY",6546,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis mediana","Foerster, 1861"
"AHCYFAZXMVN",6547,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis nautia","Walker, 1846"
"AHCYFAZXNWF",6548,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis nepherea","Walker, 1839"
"AHCYFAZXOWY",6549,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis nitetis","Walker, 1839"
"AHCYFAZXPTF",6550,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis nitidifrons","Graham, 1963"
"AHCYFAZXQTX",6551,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis orbicularis","Nees, 1834"
"AHCYFAZXRUP",6552,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis oscinidis","Ashmead, 1888"
"AHCYFAZXSVI",6553,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis pallipes","Nees, 1834"
"AHCYFAZXUWT",6554,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis penthea","Walker, 1839"
"AHCYFAZXVXL",6555,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis phryne","Walker, 1839"
"AHCYFAZYAJQ",6556,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis pilicoxa","Thomson, 1878"
"AHCYFAZYBKI",6557,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis polyzo","Walker, 1839"
"AHCYFAZYCLB",6558,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis prodice","Walker, 1839"
"AHCYFAZYDLT",6559,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis pubens","Delucchi, 1954"
"AHCYFAZYEMM",6560,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis pubicornis","Zetterstedt, 1838"
"AHCYFAZYGJL",6561,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis purpurea","Bukovskii, 1938"
"AHCYFAZYHKD",6562,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis submutica","Graham, 1963"
"B19BBB34567",6563,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis truncatula","Graham, 1963"
"AHCYFAZYJLO",6564,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Chrysocharis","Chrysocharis viridis","Nees, 1834"
"464553543",6565,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Chrysochraon","Chrysochraon dispar","Germar, 1834"
"AHCYFCHRZHA",6566,"Animalia","Arthropoda","Insecta","Lepidoptera","Elachistidae","Chrysoclista","Chrysoclista lathamella","Fletcher, 1936"
"AHCYFCHSAHS",6567,"Animalia","Arthropoda","Insecta","Lepidoptera","Elachistidae","Chrysoclista","Chrysoclista linneella","Clerck, 1759"
"AHCYSI00170",6568,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Chrysodeixis","Chrysodeixis chalcites","Esper, 1789"
"AHCYFCIWKSV",6569,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chrysoesthia","Chrysoesthia drurella","Fabricius, 1775"
"AHCYFCIWMGX",6570,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chrysoesthia","Chrysoesthia sexguttella","Thunberg, 1794"
"25303",6571,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysogaster","Chrysogaster basalis","Loew, 1857"
"AHCYFBMCPWB",6572,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysogaster","Chrysogaster cemiteriorum","Linnaeus, 1758"
"AHCYFBMCQWU",6573,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysogaster","Chrysogaster rondanii","Maibach & Goeldlin de Tiefenau, 1995"
"AHCYFBMCRXM",6574,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysogaster","Chrysogaster solstitialis","Fallén, 1817"
"AHCYFBMCSYF",6575,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysogaster","Chrysogaster virescens","Loew, 1854"
"AHCYFBAPMFW",6576,"Animalia","Arthropoda","Insecta","Hymenoptera","Perilampidae","Chrysolampus","Chrysolampus rufitarsis","Foerster, 1859"
"AHCYFBAPNGO",6577,"Animalia","Arthropoda","Insecta","Hymenoptera","Perilampidae","Chrysolampus","Chrysolampus thenae","Walker, 1848"
"AHCYFBRZJBB",6578,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina americana","Linnaeus, 1758"
"AHCYFBRZJXT",6579,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina analis","Linnaeus, 1767"
"AHCYFBRZLZE",6580,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina brunsvicensis","Gravenhorst, 1807"
"6816F01415F",6581,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina carnifex","Fabricius, 1792"
"AHCYFBRZMZW",6582,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina cerealis","Linnaeus, 1767"
"AHCYFBRZOAP",6583,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina coerulans","Scriba, 1791"
"94A55D445F8",6584,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina didymata","Scriba, 1791"
"AHCYFBRZPBH",6585,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina fastuosa","Scopoli, 1763"
"AHCYFBRZPXO",6586,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina fuliginosa","Olivier, 1807"
"AHCYFBRZQYG",6587,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina geminata","Paykull, 1799"
"AHCYFBRZRYZ",6588,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina graminis","Linnaeus, 1758"
"25201",6589,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina gypsophilae","Küster, 1845"
"AHCYFBRZSZR",6590,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina haemoptera","Linnaeus, 1758"
"AHCYFBRZTVY",6591,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina herbacea","Duftschmid, 1825"
"AHCYFBRZUWQ",6592,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina hyperici","Forster, 1771"
"AHCYFBRZVXU",6593,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina kuesteri","Helliesen, 1912"
"AHCYFBRZWYN",6594,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina limbata","Fabricius, 1775"
"AHCYFBRZXZF",6595,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina marginata","Linnaeus, 1758"
"AHCYFBRZYZY",6596,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina oricalcia","Müller, 1776"
"AHCYFBSAAAQ",6597,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina polita","Linnaeus, 1758"
"6C467614606",6598,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina purpurascens","Germar, 1822"
"AHCYFBSABBJ",6599,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina quadrigemina","Suffrian, 1851"
"AHCYFBSACCB",6600,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina sanguinolenta","Linnaeus, 1758"
"AHCYFBSADCT",6601,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina staphylaea","Linnaeus, 1758"
"AHCYFBSAEDM",6602,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina sturmi","Westhoff, 1882"
"AHCYFBSAFEE",6603,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina","Chrysolina varians","Schaller, 1783"
"E766E754ADB",6604,"Animalia","Chordata","Aves","Galliformes","Phasianidae","Chrysolophus","Chrysolophus amherstiae","Leadbeater, 1829"
"AM8FXQLQJ6E",6605,"Animalia","Chordata","Aves","Galliformes","Phasianidae","Chrysolophus","Chrysolophus pictus","Linnaeus, 1758"
"AHCYFBSAGWS",6606,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysomela","Chrysomela collaris","Linnaeus, 1758"
"AHCYFBSAHXW",6607,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysomela","Chrysomela cuprea","Fabricius, 1775"
"AHCYFBSAIYO",6608,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysomela","Chrysomela lapponica","Linnaeus, 1758"
"AHCYFBSAJZH",6609,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysomela","Chrysomela populi","Linnaeus, 1758"
"AHCYFBSAKZZ",6610,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysomela","Chrysomela saliceti","Suffrian, 1849"
"AHCYFBSAMAS",6611,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysomela","Chrysomela tremula","Fabricius, 1787"
"AHCYFBSANBK",6612,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysomela","Chrysomela vigintipunctata","Scopoli, 1763"
"ZCGLPKH4TAT",6613,"Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae","Chrysomphalus","Chrysomphalus aonidum","Linnaeus, 1758"
"1Y28BHRLEFZ",6614,"Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae","Chrysomphalus","Chrysomphalus bifasciculatus","Ferris, 1938"
"9H8VAKSKQ4V",6615,"Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae","Chrysomphalus","Chrysomphalus dictyospermi","Morgan, 1889"
"C6WQHFPIJK",6616,"Animalia","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya","Chrysomya megacephala","Fabricius, 1794"
"AHCYSI02156",6617,"Animalia","Nematoda","Adenophorea","Dorylaimida","Qudsianematidae","Chrysonema","Chrysonema attenuatum","De Man, 1880"
"AHCXTPDKUHW",6618,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopa","Chrysopa abbreviata","Curtis, 1834"
"AEDF7344F17",6619,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopa","Chrysopa commata","Kis & Ujhelyi, 1965"
"AHCXTPDLGQV",6620,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopa","Chrysopa dorsalis","Burmeister, 1839"
"7F5BCDE43EE",6621,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopa","Chrysopa formosa","Brauer, 1850"
"AHCYSI00346",6622,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopa","Chrysopa nigricostata","Brauer, 1850"
"AHCXTPDLFUO",6623,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopa","Chrysopa pallens","Rambur, 1838"
"AHCXTPDLEYI",6624,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopa","Chrysopa perla","Linnaeus, 1758"
"AHCXTPDLDXP",6625,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopa","Chrysopa phyllochroma","Wesmael, 1841"
"AHCXTPDLDAX",6626,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","Chrysoperla carnea","Stephens, 1836"
"AHCXTPDKKEU",6627,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopidia","Chrysopidia ciliata","Wesmael, 1841"
"AHCYFBKOOXW",6628,"Animalia","Arthropoda","Insecta","Diptera","Rhagionidae","Chrysopilus","Chrysopilus asiliformis","Preyssler, 1791"
"AHCYFBKOSAA",6629,"Animalia","Arthropoda","Insecta","Diptera","Rhagionidae","Chrysopilus","Chrysopilus cristatus","Fabricius, 1775"
"W20P7ZU94MW",6630,"Animalia","Arthropoda","Insecta","Diptera","Rhagionidae","Chrysopilus","Chrysopilus erythrophthalmus","Loew, 1840"
"AHCYFBKOUBK",6631,"Animalia","Arthropoda","Insecta","Diptera","Rhagionidae","Chrysopilus","Chrysopilus flaveolus","Meigen, 1820"
"AHCYFBKOVCD",6632,"Animalia","Arthropoda","Insecta","Diptera","Rhagionidae","Chrysopilus","Chrysopilus luteolus","Fallén, 1814"
"AHCYFBKOWCV",6633,"Animalia","Arthropoda","Insecta","Diptera","Rhagionidae","Chrysopilus","Chrysopilus splendidus","Meigen, 1820"
"AHCYFARVMMP",6634,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Chrysopophthorus","Chrysopophthorus hungaricus","Zilahi-Kiss, 1927"
"AHCYFBMTDAJ",6635,"Animalia","Arthropoda","Insecta","Diptera","Tabanidae","Chrysops","Chrysops caecutiens","Linnaeus, 1758"
"457185821",6636,"Animalia","Arthropoda","Insecta","Diptera","Tabanidae","Chrysops","Chrysops relictus","Meigen, 1820"
"AHCYFBMTJFB",6637,"Animalia","Arthropoda","Insecta","Diptera","Tabanidae","Chrysops","Chrysops rufipes","Meigen, 1820"
"AHCYFBMTLGM",6638,"Animalia","Arthropoda","Insecta","Diptera","Tabanidae","Chrysops","Chrysops sepulcralis","Fabricius, 1794"
"AHCYFBMTMHE",6639,"Animalia","Arthropoda","Insecta","Diptera","Tabanidae","Chrysops","Chrysops viduatus","Fabricius, 1794"
"AHCYFBMZQBV",6640,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Chrysosomopsis","Chrysosomopsis aurata","Fallén, 1820"
"AHCYFCIFKNT",6641,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Chrysoteuchia","Chrysoteuchia culmella","Linnaeus, 1758"
"AHCYFBFWISU",6642,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotimus","Chrysotimus flaviventris","von Roser, 1840"
"AHCYFBFWKUE",6643,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotimus","Chrysotimus molliculus","Fallén, 1823"
"AHCYFBMCUVE",6644,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum arcuatum","Linnaeus, 1758"
"AHCYFBMCVVW",6645,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum bicinctum","Linnaeus, 1758"
"AHCYFBMCWXA",6646,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum cautum","Harris, 1776"
"25304",6647,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum elegans","Loew, 1841"
"AHCYFBMCYYL",6648,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum fasciolatum","De Geer, 1776"
"AHCYFBMCZZD",6649,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum festivum","Linnaeus, 1758"
"AHCYFBMDAZW",6650,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum intermedium","Meigen, 1822"
"AHCYFBMDCFA",6651,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum octomaculatum","Curtis, 1837"
"AHCYFBMDEGL",6652,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum vernale","Loew, 1841"
"AHCYFBMDFHD",6653,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","Chrysotoxum verralli","Collin, 1940"
"AHCYFBFWNNK",6654,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus blepharosceles","Kowarz, 1874"
"AHCYFBFWOOD",6655,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus cilipes","Meigen, 1824"
"AHCYFBFWPOV",6656,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus collini","Parent, 1923"
"AHCYFBFWRQG",6657,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus cupreus","Macquart, 1827"
"AHCYFBFWTSD",6658,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus femoratus","Zetterstedt, 1843"
"AHCYFBFWUSV",6659,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus gramineus","Fallén, 1823"
"AHCYFBFWWUG",6660,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus laesus","Wiedemann, 1817"
"AHCYFBFWXUY",6661,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus melampodius","Loew, 1857"
"AHCYFBFXICM",6662,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus monochaetus","Kowarz, 1874"
"AHCYFBFXAXC",6663,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus neglectus","Wiedemann, 1817"
"AHCYFBFXBXU",6664,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus obscuripes","Zetterstedt, 1838"
"AHCYFBFXCYN",6665,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus pallidipalpus","Van Duzee, 1933"
"AHCYFBFXDZF",6666,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Chrysotus","Chrysotus palustris","Verrall, 1876"
